source,code_or_id,name,challenge_description,type,current_pack,difficulty,assigned_deck,selected_status,flags,notes
mission_card,PRP-032,Risk Pays Off,Will any player complete a Risk card this hole?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-033,Clean Tee Shots,Will every player keep their first shot in play?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-034,Mission Fail Rate,Will more players fail their mission than complete it?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-035,One-Putt Club,Will anyone one-putt from outside 6 feet?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-036,Best Score Pick,Pick which player will post the best real score on the hole.,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-037,Bounce-Back Hole,Will any player who made double bogey or worse on the last hole make par or better here?,prop,props,neutral,Cut / App-Only,cut,hard_verify,hard to verify
mission_card,PRP-038,Green Parade,Will at least two players hit the green in regulation?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-039,Trouble and Recovery,Will anyone find trouble and still make bogey or better?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,PRP-040,Bonus Chaos,Will the Chaos card award or remove points from more than one player?,prop,props,neutral,Cut / App-Only,cut,,over target count for physical pack
mission_card,CUR-001,No Warm Blanket,You cannot use your favorite club on the hole.,curse,curse,hard,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-002,Pressure Tee,You must tee off first regardless of honors.,curse,curse,medium,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-003,No Practice Swing,No practice swings on any full shot this hole.,curse,curse,medium,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-004,Putter Nerves,Any putt inside 5 feet must be holed cleanly with no gimmies.,curse,curse,medium,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-005,One-Club Down,You must club down by one on one full swing this hole.,curse,curse,hard,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-006,One-Club Up,"On one full swing this hole, you must take one extra club and choke down or swing easy.",curse,curse,hard,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-007,Silent Swing,"No talking through your setup, shot, or immediate result. Stay silent until the ball stops.",curse,curse,medium,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-008,Commit or Else,You must choose your club within 10 seconds once it is your turn.,curse,curse,medium,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-009,No Rangefinder,You may not use a rangefinder or GPS on the hole.,curse,curse,medium,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-010,Blind Confidence,You must pick your club before hearing anyone else's yardage or advice.,curse,curse,medium,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-011,Texas Hold'em,"If your ball is on the fringe, you must putt it rather than chip it.",curse,curse,medium,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-012,Fairway Wood Jail,"On one non-tee full swing, you must use a fairway wood or hybrid.",curse,curse,hard,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-013,No Hero Clause,"If you get into trouble, you must take the safe punch-out instead of a miracle shot.",curse,curse,medium,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-014,Bare Minimum,"You must make bogey or better or lose 1 game point. If you do, gain the listed reward.",curse,curse,hard,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-015,Clean Finish,"Once you reach the green, you may not leave any putt short of the hole.",curse,curse,hard,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-016,No Driver Day,You may not use driver on this hole.,curse,curse,hard,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-017,No Free Drops,You may not take optional free relief on this hole (mandatory relief still applies).,curse,curse,medium,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,CUR-018,One Ball Only,You may not hit a provisional or second ball on this hole.,curse,curse,medium,Expansion 1 Party,selected,,Selected for physical print run.
mission_card,STY-001,Called Shot,"Before one shot, call your intended shape or landing zone. Pull it off to score.",style,style,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,STY-002,Deadpan,No celebration allowed if you complete your mission. Break character and lose the bonus.,style,style,easy,Core Match Play,selected,,Selected for physical print run.
mission_card,STY-003,Finger Guns,"After a made putt, celebrate like a complete dork.",style,style,easy,Core Match Play,selected,,Selected for physical print run.
mission_card,STY-004,Commentary Mode,"Another player narrates your next shot. If you succeed, both earn +1.",style,style,easy,Core Match Play,selected,,Selected for physical print run.
mission_card,STY-005,Walk-Off Energy,"After your final putt, do not watch it. Start walking immediately. It still has to drop.",style,style,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,STY-006,Club Twirl Tax,"After your best full swing of the hole, you must club twirl. If the group agrees it was worthy, score it.",style,style,easy,Cut / App-Only,cut,subjective,too subjective
mission_card,STY-007,PGA Interview,"After the hole, explain one shot as if you're in a post-round interview. Group votes if you committed to the bit.",style,style,easy,Cut / App-Only,cut,subjective,too subjective
mission_card,STY-008,Villain Arc,"For one shot, openly announce an absurdly aggressive intention. If you pull it off, score it.",style,style,medium,Cut / App-Only,cut,subjective,too subjective
mission_card,STY-009,Caddie for a Moment,"Let another player choose your club for one shot. If the result is acceptable and you still make bogey or better, score it.",style,style,medium,Cut / App-Only,cut,subjective,too subjective
mission_card,STY-010,Respect the Line,"Before a putt, dramatically squat and read it like it contains the secrets of the universe. Then make it.",style,style,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,STY-011,Signature Move,"Declare one shot your ""signature shot"" before hitting it. If the group agrees it looked pure, score it.",style,style,easy,Cut / App-Only,cut,subjective,too subjective
mission_card,STY-012,Broadcaster Voice,"Call your own shot in a golf-commentator voice before hitting it. If successful, score it.",style,style,easy,Core Match Play,selected,,Selected for physical print run.
mission_card,STY-013,Stone Face Par,Make par or better and react like it meant absolutely nothing.,style,style,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,STY-014,Cartoon Confidence,"On one putt outside 8 feet, confidently say ""that's in"" before the stroke. If it drops, score it.",style,style,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,STY-015,Group Approval,"Do one ridiculous but harmless celebration after completing your mission. If the group gives it a thumbs-up, score it.",style,style,easy,Cut / App-Only,cut,subjective,too subjective
mission_card,NOV-001,One-Hand Wonder,"Hit one shot one-handed during this hole, then finish double bogey or better.",novelty,novelty,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-002,Opposite-Hand Escape,"On one short shot or putt, use your opposite-handed stance and still finish double bogey or better.",novelty,novelty,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-003,Putter Off the Fringe,"From off the green, use putter at least once and still make bogey or better.",novelty,novelty,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-004,Feet Together,"Hit one full or partial shot with your feet together, then finish double bogey or better.",novelty,novelty,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-005,Knockdown Artist,"Declare one shot a low punch or knockdown before hitting it, then pull it off and finish bogey or better.",novelty,novelty,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,NOV-006,Caddie's Choice,"Let another player choose your club for one shot, then finish double bogey or better.",novelty,novelty,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-007,"No Glove, No Problem",Play the entire hole without a glove and finish bogey or better.,novelty,novelty,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-008,Three-Quarter Specialist,"On one full swing, intentionally hit a three-quarter shot and keep it in play. Finish double bogey or better.",novelty,novelty,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-009,Texas Wedge Life,Use putter from off the green at least once and finish bogey or better.,novelty,novelty,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-010,Called Bank Shot,"Call that your chip or putt will use a slope, bank, or side contour, then execute it well enough to finish within 4 feet or hole it.",novelty,novelty,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,NOV-011,Eyes on the Prize,"On one short putt inside 4 feet, hold your finish dramatically until the ball drops. Still make bogey or better.",novelty,novelty,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-012,Hero Pose,"After one shot, hold a ridiculously confident pose until the ball lands. If the shot is acceptable and you finish double bogey or better, score it.",novelty,novelty,medium,Cut / App-Only,cut,subjective,too subjective
mission_card,NOV-013,The Bump-and-Run,Play one intentional bump-and-run chip and get it onto the green or fringe. Finish bogey or better.,novelty,novelty,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-014,Club Flip Approved,"After one clearly good shot, do a club twirl or flip. If the group agrees the shot earned it and you finish double bogey or better, score it.",novelty,novelty,medium,Cut / App-Only,cut,subjective,too subjective
mission_card,NOV-015,Walk-In Putt,"Before a putt outside 6 feet, start walking after contact as if it's going in. If it drops, score it.",novelty,novelty,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,NOV-016,Half-Swing Hustle,Take one intentional half-swing on a recovery or wedge shot and still make bogey or better.,novelty,novelty,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-017,"No Tee, Brave Soul","On one tee shot, hit without using a tee when legal to do so, and keep it in play. Finish double bogey or better.",novelty,novelty,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-018,Back-Foot Punch,Hit one shot intentionally off the back foot and keep it in play. Finish double bogey or better.,novelty,novelty,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-019,Putt With Personality,"Use an exaggeratedly serious pre-putt routine on one putt, then make it from 5 feet or more.",novelty,novelty,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,NOV-020,The Listener,"You must take swing advice from another player on one shot. If you follow it and still finish double bogey or better, score it.",novelty,novelty,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,NOV-021,Flighted Finish,Hit one intentionally flighted wedge or short iron and keep it under control. Finish bogey or better.,novelty,novelty,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,NOV-022,Barely Legal,Use the strangest club in your bag for one reasonable shot and still finish double bogey or better.,novelty,novelty,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,NOV-023,One-Club Wizard,Use the same club for two consecutive non-putt shots and still make bogey or better.,novelty,novelty,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-024,The Toe Poke,"On one recovery shot, intentionally just advance the ball safely instead of trying hero nonsense. Still make bogey or better.",novelty,novelty,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,NOV-025,Declare the Miss,"Before an approach, openly declare your intended miss side. If the result matches and you finish bogey or better, score it.",novelty,novelty,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,NOV-026,Lucky Bounce Believer,"Before one shot, call for a generous bounce or kick. If the ball gets one and you still finish double bogey or better, score it.",novelty,novelty,medium,Cut / App-Only,cut,,over target count for physical pack
mission_card,NOV-027,Soft Hands,"On one greenside shot, use your highest-lofted club and leave it on the green. Finish bogey or better.",novelty,novelty,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,NOV-028,No Stepping Off,"On one full shot, once you address the ball, you may not step off. Hit it and keep it in play. Finish double bogey or better.",novelty,novelty,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,NOV-029,Trust the Read,Take one putt without a practice stroke and hole it from 6 feet or more.,novelty,novelty,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,NOV-030,Art Project,"Attempt one intentionally shaped or creative shot that the group agrees was legitimate. If you pull it off and finish double bogey or better, score it.",novelty,novelty,hard,Cut / App-Only,cut,subjective,too subjective
mission_card,HYB-001,Match the Leader,Finish the hole with the same or better real score than the current leader.,hybrid,hybrid,medium,Core Match Play,selected,hard_verify,Selected for physical print run.
mission_card,HYB-002,Spoiler Alert,Beat at least one player who is ahead of you in game points on this hole's real score.,hybrid,hybrid,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,HYB-003,Chase Mode,"If the player before you completes their mission, complete yours too.",hybrid,hybrid,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,HYB-004,Best in the Group,Record the best real score on the hole outright.,hybrid,hybrid,hard,Core Match Play,selected,,Selected for physical print run.
mission_card,HYB-005,Survivor,"If at least one player makes double bogey or worse, make bogey or better.",hybrid,hybrid,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,HYB-006,Pressure Pairing,Finish no more than one stroke worse than the best score in the group.,hybrid,hybrid,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,HYB-007,Outplay the Bombers,Have a shorter drive than someone else in the group but still tie or beat them on the hole.,hybrid,hybrid,hard,Cut / App-Only,cut,,over target count for physical pack
mission_card,HYB-008,Closer's Bonus,"If you are the last to hole out, still make bogey or better.",hybrid,hybrid,medium,Core Match Play,selected,,Selected for physical print run.
mission_card,HYB-009,Turn the Tables,"After losing to at least one player on the previous hole, beat them here.",hybrid,hybrid,hard,Cut / App-Only,cut,hard_verify,hard to verify
mission_card,HYB-010,Shadow Game,Match your own mission and also beat your previous hole's real score.,hybrid,hybrid,hard,Cut / App-Only,cut,hard_verify,hard to verify
power_up,pinball-wizard,Pinball Wizard,"Tap a moving putt one additional time to redirect it. If it drops, sequence still counts as one stroke.",power_up:putting,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,backboard,Backboard,Playing partners create a human backboard (shoes) behind the hole. Your putt may bounce off it.,power_up:putting,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,gimme-magnet-short,Gimme Magnet – Short,Any putt inside 6 feet automatically counts as holed.,power_up:putting,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,gimme-magnet-medium,Gimme Magnet – Medium,Any putt inside 12 feet automatically counts as holed.,power_up:putting,power_ups,medium,Cut / App-Only,cut,,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
power_up,gimme-magnet-long,Gimme Magnet – Long,Any putt inside 18 feet automatically counts as holed.,power_up:putting,power_ups,medium,Cut / App-Only,cut,,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
power_up,one-putt-wonder,One-Putt Wonder,"Once your ball reaches the green, the hole can never require more than one putt.",power_up:putting,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,putt-preview,Putt Preview,"Roll one practice putt that does not count, then take your real putt.",power_up:putting,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,the-clutch,The Clutch,"If you miss a putt inside 4 feet, tap it again and it still counts as one stroke.",power_up:putting,power_ups,medium,Cut / App-Only,cut,,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
power_up,laser-line,Laser Line,Walk the exact putt line once with your putter touching the ground.,power_up:putting,power_ups,medium,Cut / App-Only,cut,,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
power_up,roll-back,Roll Back,"If a putt or chip rolls more than 10 feet past, move the ball halfway back.",power_up:putting,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,foot-wedge-small,Foot Wedge – Small,Move your ball 1 club length to improve the lie.,power_up:lie-position,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,foot-wedge-medium,Foot Wedge – Medium,Move your ball 2 club lengths to improve the lie.,power_up:lie-position,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,foot-wedge-deluxe,Foot Wedge – Deluxe,Move your ball 3 club lengths to improve the lie.,power_up:lie-position,power_ups,medium,Cut / App-Only,cut,,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
power_up,kick-save,Kick Save,"If your ball finishes behind a tree, move it 1 club length sideways.",power_up:lie-position,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,fringe-fix,Fringe Fix,"If your ball stops just off the green, place it onto the fringe.",power_up:lie-position,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,fairway-finder,Fairway Finder,"If your drive lands in rough but in play, move it to nearest fairway edge.",power_up:lie-position,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,sand-skip,Sand Skip,"If your ball lands in a bunker, drop it just outside the bunker.",power_up:lie-position,power_ups,medium,Expansion 2 Power Up,selected,course_specific,Selected for physical print run.
power_up,safety-net,Safety Net,"If your shot goes out of bounds, drop in bounds with no penalty stroke.",power_up:lie-position,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,power-drive,Power Drive,"After your drive, move the ball 1 club length forward.",power_up:distance-boost,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,power-drive-turbo,Power Drive – Turbo,"After your drive, move the ball 2 club lengths forward.",power_up:distance-boost,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,power-drive-rocket,Power Drive – Rocket,"After your drive, move the ball 3 club lengths forward.",power_up:distance-boost,power_ups,medium,Cut / App-Only,cut,,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
power_up,the-booster,The Booster,"After a drive, move your ball 15 yards closer to the hole.",power_up:distance-boost,power_ups,medium,Expansion 2 Power Up,selected,hard_verify,Selected for physical print run.
power_up,lucky-kick,Lucky Kick,"After a drive, move your ball one club length toward the green.",power_up:distance-boost,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,tree-friendly,Tree Friendly,"If your ball hits a tree but stays in play, move it 10 yards forward.",power_up:distance-boost,power_ups,medium,Cut / App-Only,cut,hard_verify,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
power_up,equalizer,Equalizer,"If another player outdrives you by 30+ yards, move your ball 10 yards forward.",power_up:distance-boost,power_ups,medium,Expansion 2 Power Up,selected,hard_verify,Selected for physical print run.
power_up,cart-golf,Cart Golf,"If someone outdrives you on the hole, place your ball at their drive location.",power_up:distance-boost,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,frozone,Frozone,"If you hit water, drop on the far side with no penalty (water treated as frozen).",power_up:hazard-trouble,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,ricochet,Ricochet,"If your ball kicks OB from a tree/path, drop where it crossed with no stroke penalty.",power_up:hazard-trouble,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,sand-savior,Sand Savior,Your first bunker shot does not count if you escape the bunker.,power_up:hazard-trouble,power_ups,medium,Expansion 2 Power Up,selected,course_specific,Selected for physical print run.
power_up,reverse-bounce,Sticky Stuff,"If approach hits green then rolls off, place it back where you believe it hit the green first.",power_up:hazard-trouble,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,green-light,Green Light,"If approach rolls off green, place it back on edge of putting surface.",power_up:hazard-trouble,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,mulligan-lite,Mulligan Lite,"Replay one shot on the hole, but you must use the second result.",power_up:shot-replay,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,time-warp,Time Warp,"Replay your previous shot, even if good. You must use the second result.",power_up:shot-replay,power_ups,medium,Cut / App-Only,cut,,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
power_up,hand-wedge,Hand Wedge,"Once this hole, toss the ball with your hand instead of hitting with a club.",power_up:special-shot,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,the-hammer,The Hammer,"If you hit the longest drive on the hole, subtract one stroke from your score.",power_up:special-shot,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,high-roller,High Roller,"Before a shot, flip/roll a tee. If it points forward, advance ball 10 yards after shot.",power_up:special-shot,power_ups,medium,Expansion 2 Power Up,selected,hard_verify,Selected for physical print run.
power_up,the-glide,The Glide,"If approach finishes within one club length of green, drop onto the surface.",power_up:special-shot,power_ups,medium,Cut / App-Only,cut,,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
power_up,the-walk-off,The Walk-Off,"If your ball finishes within 2 feet of hole, the putt is automatic.",power_up:special-shot,power_ups,medium,Cut / App-Only,cut,,"Cut for overlap, complexity, or power-level trimming to reach 36-card pack."
power_up,long-putt-insurance,Long Putt Insurance,"If you three-putt, remove one putt from the score.",power_up:recovery,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,chip-cushion,Chip Cushion,"If chip rolls 15 feet past, move it halfway back toward the hole.",power_up:recovery,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,green-bump,Green Bump,"Once your chip lands on the green, move it one club length closer to the hole.",power_up:recovery,power_ups,medium,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,the-wormhole,The Wormhole,Place your ball anywhere on the green once this hole.,power_up:legendary,power_ups,hard,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,the-teleporter,The Teleporter,Replace any one shot with a drop 50 yards closer to the hole.,power_up:legendary,power_ups,hard,Expansion 2 Power Up,selected,hard_verify,Selected for physical print run.
power_up,gravity-off,Gravity Off,Your ball cannot roll backward away from the hole on this hole.,power_up:legendary,power_ups,hard,Cut / App-Only,cut,,Cut to control swinginess/complexity and keep power-up pack at 36.
power_up,tiger-vision,Tiger Vision,"Once this hole, place your ball exactly where your shot should have landed.",power_up:legendary,power_ups,hard,Cut / App-Only,cut,,Cut to control swinginess/complexity and keep power-up pack at 36.
power_up,the-crowd-goes-wild,The Crowd Goes Wild,"Others cheer before your shot; if they do, move your ball 10 yards forward.",power_up:legendary,power_ups,hard,Cut / App-Only,cut,hard_verify|subjective,Cut to control swinginess/complexity and keep power-up pack at 36.
power_up,the-time-loop,The Time Loop,Replay any one shot after seeing the result.,power_up:legendary,power_ups,hard,Cut / App-Only,cut,,Cut to control swinginess/complexity and keep power-up pack at 36.
power_up,the-portal,The Portal,"If ball lands within 20 feet of green, place it on the green.",power_up:legendary,power_ups,hard,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,ice-rink,Ice Rink,All bunker shots on this hole slide directly onto the green.,power_up:legendary,power_ups,hard,Cut / App-Only,cut,course_specific,Cut to control swinginess/complexity and keep power-up pack at 36.
power_up,ball-magnet,Ball Magnet,"If your putt passes within 6 inches of hole on your first putt, it counts as holed.",power_up:legendary,power_ups,hard,Expansion 2 Power Up,selected,,Selected for physical print run.
power_up,the-miracle,The Miracle,"Once this hole, erase one stroke from your score.",power_up:legendary,power_ups,hard,Expansion 2 Power Up,selected,,Selected for physical print run.
