source,code_or_id,name,challenge_description,type,current_pack,difficulty,assigned_deck,selected_status,flags,notes
power_up_card,PWR-021,Power Drive – Rocket,"After your drive, move the ball 3 club lengths forward.",power_up,power-ups,hard,Cut / App-Only,cut,inactive,Inactive app card and not in current physical packs.
power_up_card,PWR-024,Tree Friendly,"If your ball hits a tree but stays in play, move it 10 yards forward.",power_up,power-ups,medium,Cut / App-Only,cut,inactive,Inactive app card and not in current physical packs.
power_up_card,PWR-033,Time Warp,"Replay your previous shot, even if good. You must use the second result.",power_up,power-ups,hard,Cut / App-Only,cut,inactive,Inactive app card and not in current physical packs.
power_up_card,PWR-037,The Glide,"If approach finishes within one club length of green, drop onto the surface.",power_up,power-ups,medium,Cut / App-Only,cut,inactive,Inactive app card and not in current physical packs.
power_up_card,PWR-038,The Walk-Off,"If your ball finishes within 2 feet of hole, the putt is automatic.",power_up,power-ups,medium,Cut / App-Only,cut,inactive,Inactive app card and not in current physical packs.
power_up_card,PWR-044,Gravity Off,Your ball cannot roll backward away from the hole on this hole.,power_up,power-ups,hard,Cut / App-Only,cut,inactive,Inactive app card and not in current physical packs.
power_up_card,PWR-045,Tiger Vision,"Once this hole, place your ball exactly where your shot should have landed.",power_up,power-ups,hard,Cut / App-Only,cut,inactive,Inactive app card and not in current physical packs.
power_up_card,PWR-046,The Crowd Goes Wild,"Others cheer before your shot; if they do, move your ball 10 yards forward.",power_up,power-ups,hard,Cut / App-Only,cut,inactive,Inactive app card and not in current physical packs.
power_up_card,PWR-047,The Time Loop,Replay any one shot after seeing the result.,power_up,power-ups,hard,Cut / App-Only,cut,inactive,Inactive app card and not in current physical packs.
power_up_card,PWR-049,Ice Rink,All bunker shots on this hole slide directly onto the green.,power_up,power-ups,hard,Cut / App-Only,cut,inactive,Inactive app card and not in current physical packs.
